zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,UnmetPolicyPenalty,Total
Region23Sichuan,2.434860875155171e10,5.6717209295239876e10,3.424510865623171e9,9.657474377012753e10,7.277931890152707e6,0.0,0.0,1.8107235061443246e11
Region26Tibet,7.122251843577052e10,1.509294736612001e10,6.570261217103176e7,5.87219529313391e9,8.624374336331323e6,0.0,0.0,9.226198808153181e10
Region31Xinjiang,6.607228187777994e10,6.670845384598688e10,2.4191252373923635e9,4.2033706957294464e10,7.025053326361714e7,0.0,0.0,1.7730381845171725e11
Region25Yunnan,1.61335622101613e10,5.3216802595397766e10,3.103841428540152e9,8.915320352281332e10,6.760650965942616e6,0.0,0.0,1.6161417040787848e11
Region11Zhejiang,2.1003724075659855e10,4.614052931570878e10,4.943418675705629e9,9.237164649395084e10,1.2300618434328608e7,0.0,0.0,1.644716191794594e11
aluminum_Region1Beijing_aluminum_Region2Tianjin,0.0,0.0,3347.7115537131617,0.0,0.0,0.0,0.0,3347.7115537131617
aluminum_Region1Beijing_aluminum_Region3Hebei,0.0,0.0,3039.1591980020326,0.0,0.0,0.0,0.0,3039.1591980020326
aluminum_Region1Beijing_aluminum_Region4Shanxi,0.0,0.0,3775.4214858449304,0.0,0.0,0.0,0.0,3775.4214858449304
aluminum_Region1Beijing_aluminum_Region5Innermongolia,0.0,0.0,2245.169321602837,0.0,0.0,0.0,0.0,2245.169321602837
aluminum_Region1Beijing_aluminum_Region6Liaoning,0.0,0.0,2706.144329699452,0.0,0.0,0.0,0.0,2706.144329699452
aluminum_Region1Beijing_aluminum_Region7Jilin,0.0,0.0,2623.929590426335,0.0,0.0,0.0,0.0,2623.929590426335
aluminum_Region1Beijing_aluminum_Region8Heilongjiang,0.0,0.0,2894.5727978583177,0.0,0.0,0.0,0.0,2894.5727978583177
aluminum_Region1Beijing_aluminum_Region9Shanghai,0.0,0.0,6033.580071312094,0.0,0.0,0.0,0.0,6033.580071312094
aluminum_Region1Beijing_aluminum_Region10Jiangsu,0.0,0.0,7218.664493206957,0.0,0.0,0.0,0.0,7218.664493206957
aluminum_Region1Beijing_aluminum_Region11Zhejiang,0.0,0.0,5453.6591183802475,0.0,0.0,0.0,0.0,5453.6591183802475
aluminum_Region1Beijing_aluminum_Region12Anhui,0.0,0.0,5937.39746021248,0.0,0.0,0.0,0.0,5937.39746021248
aluminum_Region1Beijing_aluminum_Region13Fujian,0.0,0.0,5096.502854630649,0.0,0.0,0.0,0.0,5096.502854630649
aluminum_Region1Beijing_aluminum_Region14Jiangxi,0.0,0.0,5143.771920576528,0.0,0.0,0.0,0.0,5143.771920576528
aluminum_Region1Beijing_aluminum_Region15Shandong,0.0,0.0,3367.5053430679422,0.0,0.0,0.0,0.0,3367.5053430679422
aluminum_Region1Beijing_aluminum_Region16Henan,0.0,0.0,5502.100995438575,0.0,0.0,0.0,0.0,5502.100995438575
aluminum_Region1Beijing_aluminum_Region17Hubei,0.0,0.0,5226.881665009514,0.0,0.0,0.0,0.0,5226.881665009514
aluminum_Region1Beijing_aluminum_Region18Hunan,0.0,0.0,5121.372512560473,0.0,0.0,0.0,0.0,5121.372512560473
aluminum_Region1Beijing_aluminum_Region19Guangdong,0.0,0.0,8341.833995517612,0.0,0.0,0.0,0.0,8341.833995517612
aluminum_Region1Beijing_aluminum_Region20Guangxi,0.0,0.0,6008.0014670575965,0.0,0.0,0.0,0.0,6008.0014670575965
aluminum_Region1Beijing_aluminum_Region21Hainan,0.0,0.0,5802.953791644626,0.0,0.0,0.0,0.0,5802.953791644626
aluminum_Region1Beijing_aluminum_Region22Chongqing,0.0,0.0,4707.07542203436,0.0,0.0,0.0,0.0,4707.07542203436
aluminum_Region1Beijing_aluminum_Region23Sichuan,0.0,0.0,4694.252137578304,0.0,0.0,0.0,0.0,4694.252137578304
aluminum_Region1Beijing_aluminum_Region24Guizhou,0.0,0.0,4724.673766908343,0.0,0.0,0.0,0.0,4724.673766908343
aluminum_Region1Beijing_aluminum_Region25Yunnan,0.0,0.0,5385.462341032175,0.0,0.0,0.0,0.0,5385.462341032175
aluminum_Region1Beijing_aluminum_Region27Shaanxi,0.0,0.0,4200.984885314942,0.0,0.0,0.0,0.0,4200.984885314942
aluminum_Region1Beijing_aluminum_Region28Gansu,0.0,0.0,3364.142407472872,0.0,0.0,0.0,0.0,3364.142407472872
aluminum_Region1Beijing_aluminum_Region29Qinghai,0.0,0.0,3999.00666838731,0.0,0.0,0.0,0.0,3999.00666838731
aluminum_Region1Beijing_aluminum_Region30Ningxia,0.0,0.0,3911.1912372940897,0.0,0.0,0.0,0.0,3911.1912372940897
aluminum_Region1Beijing_aluminum_Region31Xinjiang,0.0,0.0,4442.426803106535,0.0,0.0,0.0,0.0,4442.426803106535
aluminum_Region2Tianjin_aluminum_Region1Beijing,0.0,0.0,3873.349283098889,0.0,0.0,0.0,0.0,3873.349283098889
aluminum_Region2Tianjin_aluminum_Region3Hebei,0.0,0.0,3134.75286425835,0.0,0.0,0.0,0.0,3134.75286425835
aluminum_Region2Tianjin_aluminum_Region4Shanxi,0.0,0.0,3834.8700522009467,0.0,0.0,0.0,0.0,3834.8700522009467
aluminum_Region2Tianjin_aluminum_Region5Innermongolia,0.0,0.0,2565.7820595920543,0.0,0.0,0.0,0.0,2565.7820595920543
aluminum_Region2Tianjin_aluminum_Region6Liaoning,0.0,0.0,2671.6775355182926,0.0,0.0,0.0,0.0,2671.6775355182926
aluminum_Region2Tianjin_aluminum_Region7Jilin,0.0,0.0,2624.628346460499,0.0,0.0,0.0,0.0,2624.628346460499
aluminum_Region2Tianjin_aluminum_Region8Heilongjiang,0.0,0.0,2898.1233797019113,0.0,0.0,0.0,0.0,2898.1233797019113
aluminum_Region2Tianjin_aluminum_Region9Shanghai,0.0,0.0,6182.868554176674,0.0,0.0,0.0,0.0,6182.868554176674
aluminum_Region2Tianjin_aluminum_Region10Jiangsu,0.0,0.0,7730.7766204520385,0.0,0.0,0.0,0.0,7730.7766204520385
aluminum_Region2Tianjin_aluminum_Region11Zhejiang,0.0,0.0,5533.421445619761,0.0,0.0,0.0,0.0,5533.421445619761
aluminum_Region2Tianjin_aluminum_Region12Anhui,0.0,0.0,6099.439840014001,0.0,0.0,0.0,0.0,6099.439840014001
aluminum_Region2Tianjin_aluminum_Region13Fujian,0.0,0.0,5077.416065848498,0.0,0.0,0.0,0.0,5077.416065848498
aluminum_Region2Tianjin_aluminum_Region14Jiangxi,0.0,0.0,5154.474750199105,0.0,0.0,0.0,0.0,5154.474750199105
aluminum_Region2Tianjin_aluminum_Region15Shandong,0.0,0.0,3090.9131704077363,0.0,0.0,0.0,0.0,3090.9131704077363
aluminum_Region2Tianjin_aluminum_Region16Henan,0.0,0.0,5567.864351679808,0.0,0.0,0.0,0.0,5567.864351679808
aluminum_Region2Tianjin_aluminum_Region17Hubei,0.0,0.0,5255.533453469369,0.0,0.0,0.0,0.0,5255.533453469369
aluminum_Region2Tianjin_aluminum_Region18Hunan,0.0,0.0,5152.646485156467,0.0,0.0,0.0,0.0,5152.646485156467
aluminum_Region2Tianjin_aluminum_Region19Guangdong,0.0,0.0,8442.598066089036,0.0,0.0,0.0,0.0,8442.598066089036
aluminum_Region2Tianjin_aluminum_Region20Guangxi,0.0,0.0,6031.03126925032,0.0,0.0,0.0,0.0,6031.03126925032
aluminum_Region2Tianjin_aluminum_Region21Hainan,0.0,0.0,5820.780055121778,0.0,0.0,0.0,0.0,5820.780055121778
aluminum_Region2Tianjin_aluminum_Region22Chongqing,0.0,0.0,4742.933801660991,0.0,0.0,0.0,0.0,4742.933801660991
aluminum_Region2Tianjin_aluminum_Region23Sichuan,0.0,0.0,4724.818605214948,0.0,0.0,0.0,0.0,4724.818605214948
aluminum_Region2Tianjin_aluminum_Region24Guizhou,0.0,0.0,4731.255275620957,0.0,0.0,0.0,0.0,4731.255275620957
aluminum_Region2Tianjin_aluminum_Region25Yunnan,0.0,0.0,5411.728217855649,0.0,0.0,0.0,0.0,5411.728217855649
aluminum_Region2Tianjin_aluminum_Region27Shaanxi,0.0,0.0,4240.090590662499,0.0,0.0,0.0,0.0,4240.090590662499
aluminum_Region2Tianjin_aluminum_Region28Gansu,0.0,0.0,3426.366315259066,0.0,0.0,0.0,0.0,3426.366315259066
aluminum_Region2Tianjin_aluminum_Region29Qinghai,0.0,0.0,4055.1718380134116,0.0,0.0,0.0,0.0,4055.1718380134116
aluminum_Region2Tianjin_aluminum_Region30Ningxia,0.0,0.0,3985.927622608226,0.0,0.0,0.0,0.0,3985.927622608226
aluminum_Region2Tianjin_aluminum_Region31Xinjiang,0.0,0.0,4516.258629263864,0.0,0.0,0.0,0.0,4516.258629263864
aluminum_Region3Hebei_aluminum_Region1Beijing,0.0,0.0,7464.333096212349,0.0,0.0,0.0,0.0,7464.333096212349
aluminum_Region3Hebei_aluminum_Region2Tianjin,0.0,0.0,6711.902986628266,0.0,0.0,0.0,0.0,6711.902986628266
aluminum_Region3Hebei_aluminum_Region4Shanxi,0.0,0.0,4399.988261245237,0.0,0.0,0.0,0.0,4399.988261245237
aluminum_Region3Hebei_aluminum_Region5Innermongolia,0.0,0.0,2791.9691831007954,0.0,0.0,0.0,0.0,2791.9691831007954
aluminum_Region3Hebei_aluminum_Region6Liaoning,0.0,0.0,3486.000382658842,0.0,0.0,0.0,0.0,3486.000382658842
aluminum_Region3Hebei_aluminum_Region7Jilin,0.0,0.0,3234.9762367539042,0.0,0.0,0.0,0.0,3234.9762367539042
aluminum_Region3Hebei_aluminum_Region8Heilongjiang,0.0,0.0,3429.003996964295,0.0,0.0,0.0,0.0,3429.003996964295
aluminum_Region3Hebei_aluminum_Region9Shanghai,0.0,0.0,6891.382400232076,0.0,0.0,0.0,0.0,6891.382400232076
aluminum_Region3Hebei_aluminum_Region10Jiangsu,0.0,0.0,8867.911382931483,0.0,0.0,0.0,0.0,8867.911382931483
aluminum_Region3Hebei_aluminum_Region11Zhejiang,0.0,0.0,5991.892019341867,0.0,0.0,0.0,0.0,5991.892019341867
aluminum_Region3Hebei_aluminum_Region12Anhui,0.0,0.0,6907.0539157588755,0.0,0.0,0.0,0.0,6907.0539157588755
aluminum_Region3Hebei_aluminum_Region13Fujian,0.0,0.0,5405.6545809393765,0.0,0.0,0.0,0.0,5405.6545809393765
aluminum_Region3Hebei_aluminum_Region14Jiangxi,0.0,0.0,5571.825315757715,0.0,0.0,0.0,0.0,5571.825315757715
aluminum_Region3Hebei_aluminum_Region15Shandong,0.0,0.0,4553.314737895173,0.0,0.0,0.0,0.0,4553.314737895173
aluminum_Region3Hebei_aluminum_Region16Henan,0.0,0.0,7846.253036926501,0.0,0.0,0.0,0.0,7846.253036926501
aluminum_Region3Hebei_aluminum_Region17Hubei,0.0,0.0,5841.408952069633,0.0,0.0,0.0,0.0,5841.408952069633
aluminum_Region3Hebei_aluminum_Region18Hunan,0.0,0.0,5627.090317419969,0.0,0.0,0.0,0.0,5627.090317419969
aluminum_Region3Hebei_aluminum_Region19Guangdong,0.0,0.0,9971.953052636416,0.0,0.0,0.0,0.0,9971.953052636416
aluminum_Region3Hebei_aluminum_Region20Guangxi,0.0,0.0,6446.519218818995,0.0,0.0,0.0,0.0,6446.519218818995
aluminum_Region3Hebei_aluminum_Region21Hainan,0.0,0.0,6139.038912919639,0.0,0.0,0.0,0.0,6139.038912919639
aluminum_Region3Hebei_aluminum_Region22Chongqing,0.0,0.0,4892.591983551578,0.0,0.0,0.0,0.0,4892.591983551578
aluminum_Region3Hebei_aluminum_Region23Sichuan,0.0,0.0,4875.060135953679,0.0,0.0,0.0,0.0,4875.060135953679
aluminum_Region3Hebei_aluminum_Region24Guizhou,0.0,0.0,4907.227709022839,0.0,0.0,0.0,0.0,4907.227709022839
aluminum_Region3Hebei_aluminum_Region25Yunnan,0.0,0.0,5653.65856813832,0.0,0.0,0.0,0.0,5653.65856813832
aluminum_Region3Hebei_aluminum_Region27Shaanxi,0.0,0.0,4366.395209192592,0.0,0.0,0.0,0.0,4366.395209192592
aluminum_Region3Hebei_aluminum_Region28Gansu,0.0,0.0,3308.5175596867343,0.0,0.0,0.0,0.0,3308.5175596867343
aluminum_Region3Hebei_aluminum_Region29Qinghai,0.0,0.0,4063.773527207486,0.0,0.0,0.0,0.0,4063.773527207486
aluminum_Region3Hebei_aluminum_Region30Ningxia,0.0,0.0,4100.468769196634,0.0,0.0,0.0,0.0,4100.468769196634
aluminum_Region3Hebei_aluminum_Region31Xinjiang,0.0,0.0,4649.517893523026,0.0,0.0,0.0,0.0,4649.517893523026
aluminum_Region4Shanxi_aluminum_Region1Beijing,0.0,0.0,5404.350891673015,0.0,0.0,0.0,0.0,5404.350891673015
aluminum_Region4Shanxi_aluminum_Region2Tianjin,0.0,0.0,5235.684464708774,0.0,0.0,0.0,0.0,5235.684464708774
aluminum_Region4Shanxi_aluminum_Region3Hebei,0.0,0.0,3524.1519477832867,0.0,0.0,0.0,0.0,3524.1519477832867
aluminum_Region4Shanxi_aluminum_Region5Innermongolia,0.0,0.0,2261.810090123467,0.0,0.0,0.0,0.0,2261.810090123467
aluminum_Region4Shanxi_aluminum_Region6Liaoning,0.0,0.0,3639.6708134951323,0.0,0.0,0.0,0.0,3639.6708134951323
aluminum_Region4Shanxi_aluminum_Region7Jilin,0.0,0.0,3381.5060481568003,0.0,0.0,0.0,0.0,3381.5060481568003
aluminum_Region4Shanxi_aluminum_Region8Heilongjiang,0.0,0.0,3543.1466908374996,0.0,0.0,0.0,0.0,3543.1466908374996
aluminum_Region4Shanxi_aluminum_Region9Shanghai,0.0,0.0,6473.186665741336,0.0,0.0,0.0,0.0,6473.186665741336
aluminum_Region4Shanxi_aluminum_Region10Jiangsu,0.0,0.0,7668.416119772313,0.0,0.0,0.0,0.0,7668.416119772313
aluminum_Region4Shanxi_aluminum_Region11Zhejiang,0.0,0.0,5805.6976374468395,0.0,0.0,0.0,0.0,5805.6976374468395
aluminum_Region4Shanxi_aluminum_Region12Anhui,0.0,0.0,6581.466917028578,0.0,0.0,0.0,0.0,6581.466917028578
aluminum_Region4Shanxi_aluminum_Region13Fujian,0.0,0.0,5338.285591922415,0.0,0.0,0.0,0.0,5338.285591922415
aluminum_Region4Shanxi_aluminum_Region14Jiangxi,0.0,0.0,5484.816789880735,0.0,0.0,0.0,0.0,5484.816789880735
aluminum_Region4Shanxi_aluminum_Region15Shandong,0.0,0.0,4377.701649365228,0.0,0.0,0.0,0.0,4377.701649365228
aluminum_Region4Shanxi_aluminum_Region16Henan,0.0,0.0,8590.903671001288,0.0,0.0,0.0,0.0,8590.903671001288
aluminum_Region4Shanxi_aluminum_Region17Hubei,0.0,0.0,5745.5108357735135,0.0,0.0,0.0,0.0,5745.5108357735135
aluminum_Region4Shanxi_aluminum_Region18Hunan,0.0,0.0,5466.751284137385,0.0,0.0,0.0,0.0,5466.751284137385
aluminum_Region4Shanxi_aluminum_Region19Guangdong,0.0,0.0,9614.35063144667,0.0,0.0,0.0,0.0,9614.35063144667
aluminum_Region4Shanxi_aluminum_Region20Guangxi,0.0,0.0,6330.499880180592,0.0,0.0,0.0,0.0,6330.499880180592
aluminum_Region4Shanxi_aluminum_Region21Hainan,0.0,0.0,6015.022866414363,0.0,0.0,0.0,0.0,6015.022866414363
aluminum_Region4Shanxi_aluminum_Region22Chongqing,0.0,0.0,4675.402066318442,0.0,0.0,0.0,0.0,4675.402066318442
aluminum_Region4Shanxi_aluminum_Region23Sichuan,0.0,0.0,4651.058383477717,0.0,0.0,0.0,0.0,4651.058383477717
aluminum_Region4Shanxi_aluminum_Region24Guizhou,0.0,0.0,4688.15549186732,0.0,0.0,0.0,0.0,4688.15549186732
aluminum_Region4Shanxi_aluminum_Region25Yunnan,0.0,0.0,5475.721697903918,0.0,0.0,0.0,0.0,5475.721697903918
aluminum_Region4Shanxi_aluminum_Region27Shaanxi,0.0,0.0,3973.0427949420036,0.0,0.0,0.0,0.0,3973.0427949420036
aluminum_Region4Shanxi_aluminum_Region28Gansu,0.0,0.0,2950.241798810177,0.0,0.0,0.0,0.0,2950.241798810177
aluminum_Region4Shanxi_aluminum_Region29Qinghai,0.0,0.0,3756.843285980863,0.0,0.0,0.0,0.0,3756.843285980863
aluminum_Region4Shanxi_aluminum_Region30Ningxia,0.0,0.0,3680.8024858553435,0.0,0.0,0.0,0.0,3680.8024858553435
aluminum_Region4Shanxi_aluminum_Region31Xinjiang,0.0,0.0,4455.981910815203,0.0,0.0,0.0,0.0,4455.981910815203
aluminum_Region5Innermongolia_aluminum_Region1Beijing,0.0,0.0,1.9801936819101486e6,0.0,0.0,0.0,0.0,1.9801936819101486e6
aluminum_Region5Innermongolia_aluminum_Region2Tianjin,0.0,0.0,18659.721644022502,0.0,0.0,0.0,0.0,18659.721644022502
aluminum_Region5Innermongolia_aluminum_Region3Hebei,0.0,0.0,14682.599357269555,0.0,0.0,0.0,0.0,14682.599357269555
aluminum_Region5Innermongolia_aluminum_Region4Shanxi,0.0,0.0,46883.88898943208,0.0,0.0,0.0,0.0,46883.88898943208
aluminum_Region5Innermongolia_aluminum_Region6Liaoning,0.0,0.0,4799.738565502433,0.0,0.0,0.0,0.0,4799.738565502433
aluminum_Region5Innermongolia_aluminum_Region7Jilin,0.0,0.0,4001.2249340403037,0.0,0.0,0.0,0.0,4001.2249340403037
aluminum_Region5Innermongolia_aluminum_Region8Heilongjiang,0.0,0.0,4069.581120645114,0.0,0.0,0.0,0.0,4069.581120645114
aluminum_Region5Innermongolia_aluminum_Region9Shanghai,0.0,0.0,8644.921278213957,0.0,0.0,0.0,0.0,8644.921278213957
aluminum_Region5Innermongolia_aluminum_Region10Jiangsu,0.0,0.0,10953.46840206343,0.0,0.0,0.0,0.0,10953.46840206343
aluminum_Region5Innermongolia_aluminum_Region11Zhejiang,0.0,0.0,7704.904186568557,0.0,0.0,0.0,0.0,7704.904186568557
aluminum_Region5Innermongolia_aluminum_Region12Anhui,0.0,0.0,9175.829905884797,0.0,0.0,0.0,0.0,9175.829905884797
aluminum_Region5Innermongolia_aluminum_Region13Fujian,0.0,0.0,6594.5223009937035,0.0,0.0,0.0,0.0,6594.5223009937035
aluminum_Region5Innermongolia_aluminum_Region14Jiangxi,0.0,0.0,7249.06193624921,0.0,0.0,0.0,0.0,7249.06193624921
aluminum_Region5Innermongolia_aluminum_Region15Shandong,0.0,0.0,8306.134804501333,0.0,0.0,0.0,0.0,8306.134804501333
aluminum_Region5Innermongolia_aluminum_Region16Henan,0.0,0.0,14942.59818950831,0.0,0.0,0.0,0.0,14942.59818950831
aluminum_Region5Innermongolia_aluminum_Region17Hubei,0.0,0.0,8191.841489787126,0.0,0.0,0.0,0.0,8191.841489787126
aluminum_Region5Innermongolia_aluminum_Region18Hunan,0.0,0.0,7263.5762210464545,0.0,0.0,0.0,0.0,7263.5762210464545
aluminum_Region5Innermongolia_aluminum_Region19Guangdong,0.0,0.0,11526.703701247385,0.0,0.0,0.0,0.0,11526.703701247385
aluminum_Region5Innermongolia_aluminum_Region20Guangxi,0.0,0.0,7623.926136136702,0.0,0.0,0.0,0.0,7623.926136136702
aluminum_Region5Innermongolia_aluminum_Region21Hainan,0.0,0.0,7093.561641922823,0.0,0.0,0.0,0.0,7093.561641922823
aluminum_Region5Innermongolia_aluminum_Region22Chongqing,0.0,0.0,6182.272944928528,0.0,0.0,0.0,0.0,6182.272944928528
aluminum_Region5Innermongolia_aluminum_Region23Sichuan,0.0,0.0,6122.359351360997,0.0,0.0,0.0,0.0,6122.359351360997
aluminum_Region5Innermongolia_aluminum_Region24Guizhou,0.0,0.0,5896.096537630369,0.0,0.0,0.0,0.0,5896.096537630369
aluminum_Region5Innermongolia_aluminum_Region25Yunnan,0.0,0.0,6590.439579271183,0.0,0.0,0.0,0.0,6590.439579271183
aluminum_Region5Innermongolia_aluminum_Region27Shaanxi,0.0,0.0,6797.455887801397,0.0,0.0,0.0,0.0,6797.455887801397
aluminum_Region5Innermongolia_aluminum_Region28Gansu,0.0,0.0,3889.1598665817196,0.0,0.0,0.0,0.0,3889.1598665817196
aluminum_Region5Innermongolia_aluminum_Region29Qinghai,0.0,0.0,4919.987947925098,0.0,0.0,0.0,0.0,4919.987947925098
aluminum_Region5Innermongolia_aluminum_Region30Ningxia,0.0,0.0,6534.07327167562,0.0,0.0,0.0,0.0,6534.07327167562
aluminum_Region5Innermongolia_aluminum_Region31Xinjiang,0.0,0.0,4897.16521332717,0.0,0.0,0.0,0.0,4897.16521332717
aluminum_Region6Liaoning_aluminum_Region1Beijing,0.0,0.0,13045.558219141676,0.0,0.0,0.0,0.0,13045.558219141676
aluminum_Region6Liaoning_aluminum_Region2Tianjin,0.0,0.0,13212.582368729665,0.0,0.0,0.0,0.0,13212.582368729665
aluminum_Region6Liaoning_aluminum_Region3Hebei,0.0,0.0,7284.382422565084,0.0,0.0,0.0,0.0,7284.382422565084
aluminum_Region6Liaoning_aluminum_Region4Shanxi,0.0,0.0,7033.271095089682,0.0,0.0,0.0,0.0,7033.271095089682
aluminum_Region6Liaoning_aluminum_Region5Innermongolia,0.0,0.0,4847.976831613781,0.0,0.0,0.0,0.0,4847.976831613781
aluminum_Region6Liaoning_aluminum_Region7Jilin,0.0,0.0,1930.5749726389286,0.0,0.0,0.0,0.0,1930.5749726389286
aluminum_Region6Liaoning_aluminum_Region8Heilongjiang,0.0,0.0,2582.997255154115,0.0,0.0,0.0,0.0,2582.997255154115
aluminum_Region6Liaoning_aluminum_Region9Shanghai,0.0,0.0,8433.293708039135,0.0,0.0,0.0,0.0,8433.293708039135
aluminum_Region6Liaoning_aluminum_Region10Jiangsu,0.0,0.0,10233.526546243704,0.0,0.0,0.0,0.0,10233.526546243704
aluminum_Region6Liaoning_aluminum_Region11Zhejiang,0.0,0.0,7586.344026641162,0.0,0.0,0.0,0.0,7586.344026641162
aluminum_Region6Liaoning_aluminum_Region12Anhui,0.0,0.0,8564.290949345548,0.0,0.0,0.0,0.0,8564.290949345548
aluminum_Region6Liaoning_aluminum_Region13Fujian,0.0,0.0,6505.37311886606,0.0,0.0,0.0,0.0,6505.37311886606
aluminum_Region6Liaoning_aluminum_Region14Jiangxi,0.0,0.0,6905.1139270882995,0.0,0.0,0.0,0.0,6905.1139270882995
aluminum_Region6Liaoning_aluminum_Region15Shandong,0.0,0.0,7737.78495731837,0.0,0.0,0.0,0.0,7737.78495731837
aluminum_Region6Liaoning_aluminum_Region16Henan,0.0,0.0,8373.825736076271,0.0,0.0,0.0,0.0,8373.825736076271
aluminum_Region6Liaoning_aluminum_Region17Hubei,0.0,0.0,7232.931212904927,0.0,0.0,0.0,0.0,7232.931212904927
aluminum_Region6Liaoning_aluminum_Region18Hunan,0.0,0.0,6805.799776435892,0.0,0.0,0.0,0.0,6805.799776435892
aluminum_Region6Liaoning_aluminum_Region19Guangdong,0.0,0.0,9841.321229800753,0.0,0.0,0.0,0.0,9841.321229800753
aluminum_Region6Liaoning_aluminum_Region20Guangxi,0.0,0.0,7253.25939376777,0.0,0.0,0.0,0.0,7253.25939376777
aluminum_Region6Liaoning_aluminum_Region21Hainan,0.0,0.0,6928.560798908148,0.0,0.0,0.0,0.0,6928.560798908148
aluminum_Region6Liaoning_aluminum_Region22Chongqing,0.0,0.0,6085.3556862109335,0.0,0.0,0.0,0.0,6085.3556862109335
aluminum_Region6Liaoning_aluminum_Region23Sichuan,0.0,0.0,6064.656392848692,0.0,0.0,0.0,0.0,6064.656392848692
