type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,2.4745459859135586e10,0.0,2.4745459859135586e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,9.165638216646846e10,0.0,9.165638216646846e10
Node{Uranium},0.0,0.0,0.0,0.0,0.0,7.608628112610441e9,0.0,7.608628112610441e9
Node{Hydrogen},0.0,0.0,0.0,0.0,4.646864548165645e6,0.0,0.0,4.646864548165645e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,43561.40704617357,43561.40704617357
Node{Biomass},0.0,0.0,0.0,0.0,0.0,1.9777738308627545e11,0.0,1.9777738308627545e11
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,2.8825336349749286e7,0.0,2.8825336349749286e7
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,2.4896891708051086e11,0.0,2.4896891708051086e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,45143.61462911925,0.0,45143.61462911925
Node{Graphite},0.0,0.0,0.0,0.0,0.0,48730.153960620926,0.0,48730.153960620926
Node{MacroEnergy.CokingOvenGas},0.0,0.0,0.0,0.0,0.0,2.1381367447081394e6,0.0,2.1381367447081394e6
Total,6.808149442088584e11,3.479805520028558e11,8.036351511908546e10,6.098563966635355e8,3.9071428696949646e7,5.707878276518639e11,43561.40704617357,1.680595810369431e12
