type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
ThermalMethanol{Coal},3.50867832021633e8,1.5455553557664015e10,0.0,0.0,0.0,0.0,0.0,1.5806421389685648e10
ThermalMethanolCCS{Coal},1.8626902166478576e6,5.858883490727559e6,0.0,0.0,0.0,0.0,0.0,7.7215737073754165e6
ThermalMethanol{CokingOvenGas},0.0,2.2628563956080563e-11,0.0,0.0,0.0,0.0,0.0,2.2628563956080563e-11
ThermalMethanol{NaturalGas},0.0,8.380807202021679e8,0.0,0.0,0.0,0.0,0.0,8.380807202021679e8
ThermalMethanolCCS{NaturalGas},2.2944992606257494e-13,3.3047874141887715e6,0.0,0.0,0.0,0.0,0.0,3.3047874141887715e6
SyntheticMethanol,4.5956528239440703e8,1.968244132487324e8,0.0,0.0,0.0,0.0,0.0,6.563896956431394e8
Steelmaking,9.931106870850262e9,1.2952144042433101e11,0.0,0.0,0.0,0.0,0.0,1.3945254729518127e11
OneWayTransmissionLink{SteelScrap},0.0,0.0,1.1936399417631064e8,0.0,0.0,0.0,0.0,1.1936399417631064e8
CementPlant{Coal},5.385546321137094e-14,7.079577221700914e7,1.04725439936e11,0.0,0.0,0.0,0.0,1.0479623570821701e11
ThermalPower{Coal},1.3712499498540412e-13,7.162577874122632e10,4.3684812550131065e10,4.212429536924904e8,0.0,0.0,0.0,1.1573183424504988e11
ThermalPower{NaturalGas},4.355909800673671e10,6.228819397878558e9,7.566419717565256e9,2.3047771806534705e9,0.0,0.0,0.0,5.965911430283399e10
ThermalPowerCCS{Coal},3.4364359512172226e10,5.146872047474022e9,1.0502923764542055e10,3.5201568221143407e8,0.0,0.0,0.0,5.0366171006399734e10
ThermalPowerCCS{NaturalGas},1.3885680319971734e-13,1.126322605557354e7,9.566629104738377e6,1.9863532206780203e6,0.0,0.0,0.0,2.2816208380989935e7
ThermalPower{Uranium},0.0,1.794651089422347e10,7.230206583083582e9,0.0,0.0,0.0,0.0,2.5176717477307053e10
BECCSElectricity,2.5307082584916754e11,4.0651067284368835e10,0.0,0.0,0.0,0.0,0.0,2.937218931335364e11
HydroRes,0.0,1.310551374499468e11,0.0,0.0,0.0,0.0,0.0,1.310551374499468e11
VRE{Generic},1.6987975773033477e12,5.942962797483806e11,0.0,0.0,0.0,0.0,0.0,2.2930938570517285e12
Electrolyzer,1.6917827289629107e10,3.219891147894198e9,0.0,0.0,0.0,0.0,0.0,2.0137718437523304e10
ThermalHydrogen{NaturalGas},7.179332120029711e9,4.347778358562809e9,2.1060943041477768e9,2.454559166353547e7,0.0,0.0,0.0,1.3657750374403833e10
ThermalHydrogenCCS{NaturalGas},1.6202089932208476e-13,4.858641657085115e7,3.092044285092101e7,81096.33287193952,0.0,0.0,0.0,7.95879557546441e7
ThermalHydrogen{Coal},1.335628952247079e-13,1.2664912333174446e9,3.405131314598008e8,1.4158703831118445e6,0.0,0.0,0.0,1.6084202351603572e9
ThermalHydrogenCCS{Coal},1.5548591872081916e-13,6.366272300532303e7,2.476768622998979e7,2591.686728075311,0.0,0.0,0.0,8.84330009220409e7
OneWayTransmissionLink{Electricity},1.1318542802818037e10,1.7514165841292175e10,0.0,0.0,0.0,0.0,0.0,2.8832708644110214e10
Battery,9.275257508256842e10,3.264198553001855e10,2.804348771857539e7,0.0,0.0,0.0,0.0,1.2542260410030556e11
GasStorage{Hydrogen},5.5674092002049394e7,3.5563499986483485e7,0.0,0.0,0.0,0.0,0.0,9.123759198853287e7
TransmissionLink{Electricity},7.017828296798282e9,1.3916489250103876e10,0.0,0.0,0.0,0.0,0.0,2.0934317546902157e10
CO2Injection,3.084181029988681e10,4.571332861067889e9,0.0,0.0,0.0,0.0,0.0,3.54131431609547e10
OneWayTransmissionLink{CO2Captured},2.7173330161464434e9,3.712962977010232e8,0.0,0.0,0.0,0.0,0.0,3.0886293138474665e9
Node{Electricity},0.0,0.0,0.0,0.0,7.85124291789765e-11,0.0,0.0,7.85124291789765e-11
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,1.8483834609915027e11,0.0,1.8483834609915027e11
Node{Coal},0.0,0.0,0.0,0.0,0.0,1.1944596847626873e12,0.0,1.1944596847626873e12
Node{Uranium},0.0,0.0,0.0,0.0,0.0,2.889937186516886e10,0.0,2.889937186516886e10
Node{Hydrogen},0.0,0.0,0.0,0.0,1.9426839901470045e-11,0.0,0.0,1.9426839901470045e-11
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,2.1657961047691782e-15,2.1657961047691782e-15
Node{Biomass},0.0,0.0,0.0,0.0,0.0,6.804415657278828e11,0.0,6.804415657278828e11
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,1.3437414898736276e11,0.0,1.3437414898736276e11
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,7.780781710833335e11,0.0,7.780781710833335e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,3.647714237591639e10,0.0,3.647714237591639e10
Node{Graphite},0.0,0.0,0.0,0.0,0.0,3.937515368730184e10,0.0,3.937515368730184e10
Total,2.2238945165764004e12,1.2576844612657542e12,3.1032745793842786e11,3.1060673198443203e9,9.793926908044654e-11,3.0769435845888037e12,2.1657961047691782e-15,6.87195608768923e12
