type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,5.28586409317139e10,0.0,5.28586409317139e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,1.189508262392697e12,0.0,1.189508262392697e12
Node{Uranium},0.0,0.0,0.0,0.0,0.0,1.4449691582422695e10,0.0,1.4449691582422695e10
Node{Hydrogen},0.0,0.0,0.0,0.0,5.965217878863245e6,0.0,0.0,5.965217878863245e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,6.316494459867552e7,6.316494459867552e7
Node{Biomass},0.0,0.0,0.0,0.0,0.0,2.2138434406388805e10,0.0,2.2138434406388805e10
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,1.0786039576308144e11,0.0,1.0786039576308144e11
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,2.0047649016015784e11,0.0,2.0047649016015784e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,4.8182350360496735e10,0.0,4.8182350360496735e10
Node{Graphite},0.0,0.0,0.0,0.0,0.0,5.201030911107151e10,0.0,5.201030911107151e10
Node{MacroEnergy.CokingOvenGas},0.0,0.0,0.0,0.0,0.0,6.370189211649134e6,0.0,6.370189211649134e6
Total,4.268689023929695e12,5.813139737232574e11,3.278348674763939e11,6.993693504967885e7,5.885324562547691e7,1.687490944897242e12,6.316494459867552e7,6.865520765151861e12
