type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
ThermalMethanol{Coal},1.2694703687006756e10,6.774473321161621e9,0.0,0.0,0.0,0.0,0.0,1.9469177008168377e10
ThermalMethanolCCS{Coal},7.418032236759952e7,1.6267778468943363e7,0.0,0.0,0.0,0.0,0.0,9.044810083654287e7
ThermalMethanol{CokingOvenGas},0.0,9.096525204462634e6,0.0,0.0,0.0,0.0,0.0,9.096525204462634e6
ThermalMethanol{NaturalGas},0.0,3.7641552059058154e8,0.0,0.0,0.0,0.0,0.0,3.7641552059058154e8
ThermalMethanolCCS{NaturalGas},6.212927631765476e7,1.292416846913507e7,0.0,0.0,0.0,0.0,0.0,7.505344478678983e7
SyntheticMethanol,6.116368805341132e7,1.236305250850958e7,0.0,0.0,0.0,0.0,0.0,7.35267405619209e7
Steelmaking,4.597448930705938e9,7.597886599938034e10,0.0,0.0,0.0,0.0,0.0,8.057631493008627e10
OneWayTransmissionLink{SteelScrap},0.0,0.0,2.2590926712002903e8,0.0,0.0,0.0,0.0,2.2590926712002903e8
CementPlant{Coal},1.6763915358471444e9,4.2178503655664265e7,6.23930245105848e10,0.0,0.0,0.0,0.0,6.411159455008761e10
ThermalPower{Coal},1.6949694517731094e11,5.034234923895619e10,1.0105071280286111e11,1.4447260207768176e7,0.0,0.0,0.0,3.2090445447933606e11
ThermalPower{NaturalGas},6.954789036966552e7,5.783508352233052e8,2.3110167810924459e8,2.658712320878268e7,0.0,0.0,0.0,9.05587526910998e8
ThermalPowerCCS{Coal},1.8193259021495074e8,1.363602209028477e7,1.5289342572387809e7,1.0050527259682909e7,0.0,0.0,0.0,2.209084821373062e8
ThermalPowerCCS{NaturalGas},1.535582637764026e8,1.1509337515284516e7,7.018162569544352e6,8.053531083184498e6,0.0,0.0,0.0,1.8013929494441596e8
ThermalPower{Uranium},0.0,8.823898594533129e9,3.1740451167692018e9,0.0,0.0,0.0,0.0,1.199794371130233e10
BECCSElectricity,7.608049264962044e7,1.115770702099063e9,0.0,0.0,0.0,0.0,0.0,1.1918511947486835e9
HydroRes,0.0,5.753293108385757e10,0.0,0.0,0.0,0.0,0.0,5.753293108385757e10
VRE{Generic},1.8836772425278806e12,1.2465634421387828e11,0.0,0.0,0.0,0.0,0.0,2.0083335867417588e12
Electrolyzer,3.7931274823028535e7,9.55331656956338e6,0.0,0.0,0.0,0.0,0.0,4.7484591392591916e7
ThermalHydrogen{NaturalGas},1.4633300627945688e9,1.2145797143550258e9,1.0389370795352968e9,1.4450457201716346e6,0.0,0.0,0.0,3.7182919024050627e9
ThermalHydrogenCCS{NaturalGas},1.5789461432778606e8,1.725633642483525e7,1.0366215043068072e7,221520.50753383842,0.0,0.0,0.0,1.8573868630322322e8
ThermalHydrogen{Coal},4.440868334522575e7,6.655573265144851e9,3.012165769696086e9,456059.6893971479,0.0,0.0,0.0,9.712603777875559e9
ThermalHydrogenCCS{Coal},2.2155738290272105e8,2.823407827703086e7,1.0195775429222414e7,143236.01242883736,0.0,0.0,0.0,2.6013047262140316e8
OneWayTransmissionLink{Electricity},1.1415485301276569e11,6.167592261449711e9,0.0,0.0,0.0,0.0,0.0,1.203224452742154e11
Battery,1.481432618806587e9,3.897916034452178e9,1.3438661252954828e7,0.0,0.0,0.0,0.0,5.39278731451172e9
GasStorage{Hydrogen},2.3861695778102827e8,1.36532754182559e7,0.0,0.0,0.0,0.0,0.0,2.5227023319928417e8
TransmissionLink{Electricity},7.17047289958346e10,4.522337149778236e9,0.0,0.0,0.0,0.0,0.0,7.622706614561282e10
CO2Injection,9.365775988505872e7,9.309972154531242e6,0.0,0.0,0.0,0.0,0.0,1.0296773203958996e8
OneWayTransmissionLink{CO2Captured},1.7397936281625305e6,143595.42334991283,0.0,0.0,0.0,0.0,0.0,1.8833890515124432e6
Node{Electricity},0.0,0.0,0.0,0.0,4.643544237327251e7,0.0,0.0,4.643544237327251e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,4.640964088647196e10,0.0,4.640964088647196e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,1.044382721842076e12,0.0,1.044382721842076e12
Node{Uranium},0.0,0.0,0.0,0.0,0.0,1.2686762002202127e10,0.0,1.2686762002202127e10
Node{Hydrogen},0.0,0.0,0.0,0.0,5.237433552732639e6,0.0,0.0,5.237433552732639e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,5.545852757026943e7,5.545852757026943e7
Node{Biomass},0.0,0.0,0.0,0.0,0.0,1.9437442440423824e10,0.0,1.9437442440423824e10
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,9.470092580897243e10,0.0,9.470092580897243e10
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,1.7601742592157822e11,0.0,1.7601742592157822e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,4.230387951490454e10,0.0,4.230387951490454e10
Node{Graphite},0.0,0.0,0.0,0.0,0.0,4.566480949363607e10,0.0,4.566480949363607e10
Node{MacroEnergy.CokingOvenGas},0.0,0.0,0.0,0.0,0.0,5.592996499350753e6,0.0,5.592996499350753e6
Total,2.291995438622264e12,5.1039096517137054e11,2.878374888468827e11,6.140430368894973e7,5.167287592600515e7,1.4816092009067642e12,5.545852757026943e7,4.572001629254467e12
