type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
ThermalMethanolCCS{Coal},8.328594969381383e7,1.8264646687304057e7,0.0,0.0,0.0,0.0,0.0,1.0155059638111788e8
ThermalMethanol{CokingOvenGas},0.0,8.14346194571626e6,0.0,0.0,0.0,0.0,0.0,8.14346194571626e6
ThermalMethanol{NaturalGas},0.0,3.6541910973259026e8,0.0,0.0,0.0,0.0,0.0,3.6541910973259026e8
ThermalMethanolCCS{NaturalGas},7.010258127603593e7,1.4582780039162736e7,0.0,0.0,0.0,0.0,0.0,8.468536131519867e7
SyntheticMethanol,7.684741173939982e7,1.5533212870479722e7,0.0,0.0,0.0,0.0,0.0,9.238062460987954e7
Steelmaking,4.614484677805415e9,7.597901333333458e10,0.0,0.0,0.0,0.0,0.0,8.059349801114e10
OneWayTransmissionLink{SteelScrap},0.0,0.0,2.1166846677527246e8,0.0,0.0,0.0,0.0,2.1166846677527246e8
CementPlant{Coal},1.6765942752453375e9,4.218112973362401e7,6.239690916585476e10,0.0,0.0,0.0,0.0,6.411568457083372e10
ThermalPower{Coal},1.6940431033399527e11,5.029464149259911e10,1.0103022269473325e11,2.5580863274716273e7,0.0,0.0,0.0,3.2075475538460236e11
ThermalPower{NaturalGas},9.894515944957955e7,6.253989270354208e8,2.520343524248298e8,3.77532732797646e7,0.0,0.0,0.0,1.0141317121895949e9
ThermalPowerCCS{Coal},2.2807728925680918e8,1.7094611531246927e7,2.0393574262975838e7,1.4028262304817533e7,0.0,0.0,0.0,2.795937373558495e8
ThermalPowerCCS{NaturalGas},2.09721229790481e8,1.571880508686833e7,1.1366370441089958e7,1.3066601586535048e7,0.0,0.0,0.0,2.498730069049743e8
ThermalPower{Uranium},0.0,8.823888796299635e9,3.174041592246011e9,0.0,0.0,0.0,0.0,1.1997930388545647e10
BECCSElectricity,5.816176746799709e7,1.1192114497179475e9,0.0,0.0,0.0,0.0,0.0,1.1773732171859446e9
HydroRes,0.0,5.753280082927706e10,0.0,0.0,0.0,0.0,0.0,5.753280082927706e10
VRE{Generic},1.8831157607739202e12,1.246306771738058e11,0.0,0.0,0.0,0.0,0.0,2.007746437947726e12
Electrolyzer,3.792890870259784e7,9.890618609038351e6,0.0,0.0,0.0,0.0,0.0,4.7819527311636195e7
ThermalHydrogen{NaturalGas},1.4162109022441735e9,1.2163933369894173e9,1.0306727986247921e9,2.302407583331039e6,0.0,0.0,0.0,3.6655794454417143e9
ThermalHydrogenCCS{NaturalGas},2.5590211041574663e8,2.796759679207343e7,1.815952966622459e7,401325.9122458172,0.0,0.0,0.0,3.0243056278629047e8
ThermalHydrogen{Coal},3.102831028898484e7,6.704275974635551e9,3.0296872973845873e9,720070.8140752687,0.0,0.0,0.0,9.7657116531232e9
ThermalHydrogenCCS{Coal},3.2907761003651625e8,4.193587629200655e7,1.5666127262725854e7,220110.50999141246,0.0,0.0,0.0,3.8689972410124004e8
OneWayTransmissionLink{Electricity},1.1415328555203355e11,6.167487891614844e9,0.0,0.0,0.0,0.0,0.0,1.2032077344364839e11
Battery,1.4499599375200973e9,3.888256464214644e9,1.3314439823475173e7,0.0,0.0,0.0,0.0,5.351530841558216e9
GasStorage{Hydrogen},2.2138854199418086e8,1.3369727563325876e7,0.0,0.0,0.0,0.0,0.0,2.3475826955750674e8
TransmissionLink{Electricity},7.172737286703351e10,4.523194254472433e9,0.0,0.0,0.0,0.0,0.0,7.625056712150594e10
CO2Injection,1.0023317656580538e8,9.963596011005677e6,0.0,0.0,0.0,0.0,0.0,1.1019677257681105e8
OneWayTransmissionLink{CO2Captured},1.2092318631029302e7,995240.9961097104,0.0,0.0,0.0,0.0,0.0,1.3087559627139013e7
Node{Electricity},0.0,0.0,0.0,0.0,5.562893812624401e7,0.0,0.0,5.562893812624401e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,4.6580401930275475e10,0.0,4.6580401930275475e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,1.0444061472291136e12,0.0,1.0444061472291136e12
Node{Uranium},0.0,0.0,0.0,0.0,0.0,1.2686747914567863e10,0.0,1.2686747914567863e10
Node{Hydrogen},0.0,0.0,0.0,0.0,5.730067814641313e6,0.0,0.0,5.730067814641313e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,1.5464632632604467e7,1.5464632632604467e7
Node{Biomass},0.0,0.0,0.0,0.0,0.0,1.950525185691768e10,0.0,1.950525185691768e10
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,9.4642761297285e10,0.0,9.4642761297285e10
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,1.760489826586505e11,0.0,1.760489826586505e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,4.229947759754896e10,0.0,4.229947759754896e10
Node{Graphite},0.0,0.0,0.0,0.0,0.0,4.5660057855730865e10,0.0,4.5660057855730865e10
Node{MacroEnergy.CokingOvenGas},0.0,0.0,0.0,0.0,0.0,5.146938932794771e6,0.0,5.146938932794771e6
Total,2.291693870867066e12,5.104316749422795e11,2.8785022330586884e11,9.407291526547697e7,6.135900594088532e7,1.481834975279023e12,1.5464632632604467e7,4.571981640948076e12
