type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
ThermalMethanol{NaturalGas},0.0,4.161970905612392e8,0.0,0.0,0.0,0.0,0.0,4.161970905612392e8
ThermalMethanolCCS{NaturalGas},1.291111687923271e8,1.6609176868269153e7,0.0,0.0,0.0,0.0,0.0,1.4572034566059625e8
SyntheticMethanol,1.415334352564108e8,1.7691680132691976e7,0.0,0.0,0.0,0.0,0.0,1.592251153891028e8
Steelmaking,4.8221364883066635e9,8.653692007565852e10,0.0,0.0,0.0,0.0,0.0,9.135905656396518e10
OneWayTransmissionLink{SteelScrap},0.0,0.0,2.4108153539067617e8,0.0,0.0,0.0,0.0,2.4108153539067617e8
CementPlant{Coal},1.7520410176313818e9,4.804254349086323e7,7.10674711945054e10,0.0,0.0,0.0,0.0,7.286755475562764e10
ThermalPower{Coal},3.39565125137193e11,5.728349421944159e10,1.1506920033567125e11,2.913553392643557e7,0.0,0.0,0.0,5.119469552262323e11
ThermalPower{NaturalGas},1.822318800583938e8,7.123032346686511e8,2.8705659175148743e8,4.299940008528799e7,0.0,0.0,0.0,1.2245911065638204e9
ThermalPowerCCS{Coal},4.571730973949037e8,1.9470047936973132e7,2.322742858359639e7,1.5977604349065185e7,0.0,0.0,0.0,5.1584817826453847e8
ThermalPowerCCS{NaturalGas},4.2037900627986413e8,1.790306190894411e7,1.2945820789954707e7,1.4882312990742147e7,0.0,0.0,0.0,4.6611020196950513e8
ThermalPower{Uranium},0.0,1.0050040478570759e10,3.615100690765368e9,0.0,0.0,0.0,0.0,1.3665141169336126e10
BECCSElectricity,9.805932667635718e7,1.274735055417089e9,0.0,0.0,0.0,0.0,0.0,1.3727943820934463e9
HydroRes,0.0,6.55274551309236e10,0.0,0.0,0.0,0.0,0.0,6.55274551309236e10
VRE{Generic},3.4611968144430415e12,1.4194913142986298e11,0.0,0.0,0.0,0.0,0.0,3.6031459458729043e12
Electrolyzer,5.831656518949115e7,1.1265001143330967e7,0.0,0.0,0.0,0.0,0.0,6.958156633282211e7
ThermalHydrogen{NaturalGas},2.3876971686287427e9,1.385421162575618e9,1.1738932329569702e9,2.6223459910724238e6,0.0,0.0,0.0,4.949633910152404e9
ThermalHydrogenCCS{NaturalGas},4.3144473998721606e8,3.185392363133076e7,2.0682945176496126e7,457093.43763049366,0.0,0.0,0.0,4.8443870223267347e8
ThermalHydrogen{Coal},5.2312977189304054e7,7.635890079763054e9,3.4506871832853966e9,820130.5564875923,0.0,0.0,0.0,1.1139710370794243e10
ThermalHydrogenCCS{Coal},5.548168542539802e8,4.776321007306244e7,1.78430640693094e7,250696.6697155362,0.0,0.0,0.0,6.206738250660675e8
OneWayTransmissionLink{Electricity},2.2881634249373236e11,7.024510892274331e9,0.0,0.0,0.0,0.0,0.0,2.3584085338600668e11
Battery,2.067755124888558e9,4.42856157398639e9,1.5164590382364586e7,0.0,0.0,0.0,0.0,6.511481289257313e9
GasStorage{Hydrogen},4.175545492627302e8,1.5227560806890015e7,0.0,0.0,0.0,0.0,0.0,4.327821100696202e8
TransmissionLink{Electricity},1.4377505681724463e11,5.151729175117203e9,0.0,0.0,0.0,0.0,0.0,1.4892678599236182e11
CO2Injection,1.541108029546131e8,1.134811935353553e7,0.0,0.0,0.0,0.0,0.0,1.6545892230814862e8
OneWayTransmissionLink{CO2Captured},1.6889427550084606e7,1.133537891029427e6,0.0,0.0,0.0,0.0,0.0,1.8022965441114035e7
Node{Electricity},0.0,0.0,0.0,0.0,6.335903509834713e7,0.0,0.0,6.335903509834713e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,5.305313062237141e10,0.0,5.305313062237141e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,1.189534942929294e12,0.0,1.189534942929294e12
Node{Uranium},0.0,0.0,0.0,0.0,0.0,1.444967553719617e10,0.0,1.444967553719617e10
Node{Hydrogen},0.0,0.0,0.0,0.0,6.526307709844488e6,0.0,0.0,6.526307709844488e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,1.7613570108575918e7,1.7613570108575918e7
Node{Biomass},0.0,0.0,0.0,0.0,0.0,2.2215666497173706e10,0.0,2.2215666497173706e10
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,1.0779414881569022e11,0.0,1.0779414881569022e11
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,2.005124319645335e11,0.0,2.005124319645335e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,4.817733676063981e10,0.0,4.817733676063981e10
Node{Graphite},0.0,0.0,0.0,0.0,0.0,5.200489719412773e10,0.0,5.200489719412773e10
Node{MacroEnergy.CokingOvenGas},0.0,0.0,0.0,0.0,0.0,5.862148289653349e6,0.0,5.862148289653349e6
Total,4.2680746958807974e12,5.813603404505535e11,3.2784937149284766e11,1.0714511800643694e8,6.988534280819161e7,1.687748092469316e12,1.7613570108575918e7,6.865227144324438e12
