type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
Battery,6.293290561936994e10,2.817378189785998e10,7.3906849781553615e6,0.0,0.0,0.0,0.0,9.111407820220807e10
GasStorage{Hydrogen},1.1410169125773136e10,1.9517834391081457e9,0.0,0.0,0.0,0.0,0.0,1.3361952564881283e10
TransmissionLink{Electricity},5.809185602891235e8,3.742997257690494e9,0.0,0.0,0.0,0.0,0.0,4.323915817979618e9
CO2Injection,1.8246713240046684e10,6.578009696502657e9,0.0,0.0,0.0,0.0,0.0,2.482472293654934e10
OneWayTransmissionLink{CO2Captured},1.6847014269274348e8,1.3256827763055916e8,0.0,0.0,0.0,0.0,0.0,3.010384203233026e8
Node{Electricity},0.0,0.0,0.0,0.0,1.958843555271203e7,0.0,0.0,1.958843555271203e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,3.815437877570962e10,0.0,3.815437877570962e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,9.136870242030743e10,0.0,9.136870242030743e10
Node{Uranium},0.0,0.0,0.0,0.0,0.0,7.608634327806721e9,0.0,7.608634327806721e9
Node{Hydrogen},0.0,0.0,0.0,0.0,2.460043304775005e6,0.0,0.0,2.460043304775005e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,675768.8209236173,675768.8209236173
Node{Biomass},0.0,0.0,0.0,0.0,0.0,1.9629381927447903e11,0.0,1.9629381927447903e11
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,2.8051462673064888e7,0.0,2.8051462673064888e7
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,2.4896913913859274e11,0.0,2.4896913913859274e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,13401.788733812109,0.0,13401.788733812109
Node{Graphite},0.0,0.0,0.0,0.0,0.0,14466.524971731556,0.0,14466.524971731556
Total,6.910461758465983e11,3.48764656268825e11,6.745297911330685e10,5.620057856830856e8,2.2048478857487038e7,5.824227532678823e11,675768.8209236173,1.690271294529974e12
