type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
BECCSElectricity,2.8442397477251045e10,4.7094821174131424e10,0.0,0.0,0.0,0.0,0.0,7.553721865138248e10
HydroRes,0.0,1.3105511324758041e11,0.0,0.0,0.0,0.0,0.0,1.3105511324758041e11
VRE{Generic},1.3897532800107336e12,6.597800729021609e11,0.0,0.0,0.0,0.0,0.0,2.0495333529128945e12
Electrolyzer,1.4644362967411337e11,3.818845461028331e10,0.0,0.0,0.0,0.0,0.0,1.8463208428439667e11
ThermalHydrogen{NaturalGas},8.133153117689981e9,6.0621416650659895e9,7.718007224504368e8,4.60689489333556e6,0.0,0.0,0.0,1.4971702400099743e10
ThermalHydrogenCCS{NaturalGas},1.873835578701813e9,7.184119621259657e8,3.8928243090507585e8,2.2534715454412233e6,0.0,0.0,0.0,2.983783443278296e9
ThermalHydrogen{Coal},7.666447114857869e7,4.3770376936720975e7,6.211306838476263e6,218666.09581412422,0.0,0.0,0.0,1.2686482101959006e8
ThermalHydrogenCCS{Coal},1.0330512353210936e8,7.318297520392244e7,1.8413219091535002e7,320147.4096570893,0.0,0.0,0.0,1.952214652372239e8
OneWayTransmissionLink{Electricity},8.741858621540882e9,1.8796135350961456e10,0.0,0.0,0.0,0.0,0.0,2.753799397250234e10
Battery,2.390338171598173e11,1.0701057840241925e11,2.807154102241949e7,0.0,0.0,0.0,0.0,3.46072467103259e11
GasStorage{Hydrogen},4.333847696574787e10,7.413327592739346e9,0.0,0.0,0.0,0.0,0.0,5.075180455848721e10
TransmissionLink{Electricity},2.2064638452376757e9,1.4216774409492857e10,0.0,0.0,0.0,0.0,0.0,1.6423238254730534e10
CO2Injection,6.930526206383365e10,2.4984811230221786e10,0.0,0.0,0.0,0.0,0.0,9.429007329405544e10
OneWayTransmissionLink{CO2Captured},6.398887972671486e8,5.0352516103406703e8,0.0,0.0,0.0,0.0,0.0,1.1434139583012156e9
Node{Electricity},0.0,0.0,0.0,0.0,7.440143556493732e7,0.0,0.0,7.440143556493732e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,1.449192073742789e11,0.0,1.449192073742789e11
Node{Coal},0.0,0.0,0.0,0.0,0.0,3.470395891230451e11,0.0,3.470395891230451e11
Node{Uranium},0.0,0.0,0.0,0.0,0.0,2.889936335927072e10,0.0,2.889936335927072e10
Node{Hydrogen},0.0,0.0,0.0,0.0,9.343816811436595e6,0.0,0.0,9.343816811436595e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,2.5667272024580413e6,2.5667272024580413e6
Node{Biomass},0.0,0.0,0.0,0.0,0.0,7.455695942253843e11,0.0,7.455695942253843e11
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,1.0654598152854152e8,0.0,1.0654598152854152e8
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,9.456427142142708e11,0.0,9.456427142142708e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,50903.11159614654,0.0,50903.11159614654
Node{Graphite},0.0,0.0,0.0,0.0,0.0,54947.22754333608,0.0,54947.22754333608
Total,2.538597688096442e12,1.3246893061411377e12,2.5620210790478036e11,2.1346287271437e9,8.374525237637392e7,2.2121771201281177e12,2.5667272024580413e6,6.3338871629772e12
